目录名称,新目录,歌曲目录名称,歌曲名称,PP值-容易,PP值-通常,PP值-困难,PP值-专家,PP值-噩梦,难度-容易,难度-通常,难度-困难,难度-专家,难度-噩梦,hash
萌新曲,,bdd (Ghost Rule - edzo),Ghost Rule - DECO*27 ft. Hatsune Miku[Edzo],,,,121.706,,,,,2.67,,BA3077A16C2259CF3C55E04129B4A4E91F4F9A74
萌新曲,,c1d (Good Times Roll - awfulnaut),Good Times Roll - Griz x Big Gigantic[Awfulnaut],,65.13,84.865,103.148,124.636,,1.45,1.88,2.25,2.74,F22061809C798178786CA1B6E61B10CCBCBE8D28
萌新曲,,d61 (Golden Hour - squeaksies),Golden Hour - Electric Swing Circus[squeaksies],,,,118.528,,,,,2.61,,CE72041935118A3271971239D59D6DFE5DEDDD41
萌新曲,,d95 (Everlasting Message - mystikmol),Everlasting Message - Chart by Mystikmol[Penoreri],0,0,,201.878,0,0,0,,4.65,0,2AD4E086C43A343D9DCDADBE3E7822095109B5E9
萌新曲,,dda (Let Mom Sleep - todokete),Let Mom Sleep - by Hideki Naganuma[Todokete],,76.186,87.815,0,,,1.65,1.91,0,,24F34E47BDFCAE96D1F37117F6F1F4FBE25E58E5
萌新曲,,e2 (God Damn - alix),God Damn - [Avenged Sevenfold],,,66.495,0,,,,1.44,0,,388517D0E690E081FBFAE54AC8407EF908354827
萌新曲,,e4 (Every Time We Touch - purphoros),Every Time We Touch - [Cascada],,,,98.002,,,,,2.13,,BC6C7EF1385DB4C11C59736D2B32EACF48C95BD9
萌新曲,,f3 (Mute City - katiedead),Mute City - F-Zero[Yumiko Kanki & Takuto Kitsuta],,43.3,61.962,0,,,0.94,1.35,0,,56AFB126C31A5191F2D6EB195811E80CE1899724
萌新曲,,fb (Kids - bennydabeast),Kids - MGMT[BennyDaBeast],,,78.274,104.389,,,,1.71,2.28,,35D58F383A4B13C385C37B4ED6FF6460B765C29A
没有序列号的,,Bad Apple,Bad Apple - [Alstroemeria Records ft. Nomico],0,0,0,0,,0,0,0,0,,1CA47694DE9471BA8D855AC776AFF36C4321A521
没有序列号的,,EX Junky - Happy Halloween,Happy Halloween - Junky[AaltopahWi],,,,,,,,,,,6C3EDCC799FAC9D026A0DCFC3E6289F54D431547
没有序列号的,,Happy Clover – PUNCH☆MIND☆HAPPINESS [Anne Happy Opening],PUNCH MIND HAPPINESS - Happy Clover[ETAN],0,0,0,0,0,0,0,0,0,0,3DA2F53B5D50F592CA7126A4545CB40BAC9EB29C
没有序列号的,,JAM ga Mottetta! Sailor Fuku – JAM Project,JAM ga Mottetta! Sailor Fuku - JAM Project[Redmagi],0,0,0,0,0,0,0,0,0,0,ACC4EDD0F35F2BBC76CF16C42030D4BAF0A23EE2
没有序列号的,,Made In Love SDVX,Made In Love - Chart by Mystikmol[Chroma],0,0,0,,192.958,0,0,0,,4.41,6F41DB10DB5070511552D5932419C738B17D3E41
没有序列号的,,MEGALOVANIA,MEGALOVANIA - Toby Fox[Mapped by JonahStone],,0,0,0,0,,0,0,0,0,DBB89E7A03090122B757F63AC7D83764C861F4D5
没有序列号的,,Only My Railgun,Only My Railgun - Poppin Party[Joetastic],,0,0,0,0,,0,0,0,0,4E2D5AC97E52C6AA6E43CB675BDE99BCC3C76C43
没有序列号的,,Platinum Disco – Yuka Iguchi,Platinum Disco - Yuka Iguchi[Rocket],0,0,0,0,,0,0,0,0,,A372FEE60C26B5E35861C71D9C38B4EF60974E93
没有序列号的,,The Fat Rat Unity (Full Version),Unity (Full) - The Fat Rat[Edward Kantway],,,,,,,,,,,2C493012259C268584ABDDC142BDFCDFF8ED1925
没有序列号的,,Tokimeki Poporon,Tokimeki Poporon - GochiUsa[ToastedKitten],,,,0,,,,,0,,7B15F77F1917C19CBB07694C695F15E66810E31B
没有序列号的,,We All Lift Together – Keith Power (Warframe),We All Lift Together - [Keith Power],0,0,0,,,0,0,0,,,050D447EBE73685CDB5515867DD7F065E0001FB7
没有序列号的,,Zenzenzense – Radwimps (Kimi no na wa  Your Name OST),Zenzenzense - Radwimps[Comrade],0,,0,0,,0,,0,0,,11742B15C9D32D4FA60AAD872B87E38FBD048335
打分歌,,467a (FREEDOM DiVE - carrot090),FREEDOM DiVE - R3 Music Box[carrot],,,,35.931,,,,,0.77,,A4DB5E8CFB99B835DA0429B5586B15217C3335D7
打分歌,,5190 (Cyaegha - Nuketime),Cyaegha - USAO[Nuketime],,,0,0,0,,,0,0,0,63B2B50E39CEBF75D40683BA5B527640721F47D4
打分歌,,7e87 (Revenge - Scrappy),Revenge - TryHardNinja[Scrappy],,,,,0,,,,,0,9B633327758A8D99D6213884CBF7C95BB9B3F098
打分歌,,8082 (Overdrive - DE125),Overdrive - IOSYS[DE125],,,,0,0,,,,0,0,C56551127CE265FE1719009EBA4A500543C80724
打分歌,,"85b4 (Possessed By The Blood Moon - DE125, fraies, Vilawes)","Possessed By The Blood Moon - ReeK[DE125, fraies, Vilawes]",,,0,0,0,,,0,0,0,2F03260A8F97ED1512750D7A11D3225FA2D147F8
打分歌,,873f (Fire Blazing - Teuflum),Fire Blazing - Dropgun[Teuflum],,,90.545,148.508,336.371,,,1.96,3.25,7.47,714F0C1CDF53C41083FCD357B6E995C2F6A8FA6C
打分歌,,8faa (ReEnd of a Dream - abcbadq & fraies),Re:End of a Dream - uma vs. Morimori Atsushi[abcbadq & fraies],,,,,0,,,,,0,4BDB698F2530EFB35871BD6452C2C025D1593690
打分歌,,90d7 (Elements - pkdan),Elements - Lindsey Stirling[pkdan],,,,,0,,,,,0,F824AA75D6093DDB4C456628B96CA6D8922E725E
打分歌,,927b (Made In Love - Schwank),Made In Love - Chroma[Schwank],,,,,0,,,,,0,17D16DA577E843AC9D7C1B003861C860EDEEC165
打分歌,,950e (Lotus Quest - Soba`s),Lotus Quest - Kobaryo[Soba`s],,,,,0,,,,,0,FFB4889012845D68AB91299DC7A7EC8771C5AAB5
打分歌,,992c (Space Battle - Fnyt),Space Battle - F-777[Fnyt],,,,,351.478,,,,,7.83,A3696DE1A0DAA121CC195DD409B0D35CC98900E7
打分歌,,9c0e (Pumpin' Junkies - checkthepan & Vilawes),Pumpin' Junkies - t+pazolite[checkthepan & Vilawes],,0,0,0,0,,0,0,0,0,C9437AEEC17BACE9A0C40019F6D0009C3272EA5D
打分歌,,a30c (Villain Virus - Soba`s),Villain Virus - Kobaryo[Soba`s],,,,,0,,,,,0,8BE81D51A2FE6BB62886197F29BEC299A4D6E646
不要的歌,,1084 (Conqueror - novashaft),Conqueror - AURORA[NovaShaft],,,93.293,118.961,,,,2.02,2.59,,65D94D402E22AF95E95E69F38D41B05881E96AAF
不要的歌,,10e (Highscore - squeaksies),Highscore - [Teminite & Panda Eyes],,,,0,,,,,0,,B42C4282D87B3C96A161BB13756143B4CCFC3304
不要的歌,,1368 (ParagonX9 - Infiltration - jackscape),ParagonX9 - Infiltration - [jackscape],,,,,247.835,,,,,5.46,C1679483DEEF2187F09DD5CCB4E16CADE04D7013
不要的歌,,1460 (Avalanche - Zorowo),Avalanche - Memme[Zorowo],,,,,321.059,,,,,7.12,3DEDF5840D5438920D9105315D44FD35625F5BCD
不要的歌,,15b1 (Blood Hunter - rustic),Blood Hunter - Varien[Rustic],,,,,140.199,,,,,3.07,D06A8564708C3ACEF7FB889A194614F176236E4C
不要的歌,,1763 (Black Shout - Kizuflux),Black Shout - Roselia[Kizuflux],,0,0,0,0,,0,0,0,0,718C11D8C8342CC4B46302B4C6C92302440A52FD
不要的歌,,1e80 (Der Wald (kors k Remix) - miitchel),Der Wald (kors k Remix) - Erehamonika remixed by kors k[miitchel],,,,296.44,,,,,6.59,,DEE2EF2FC976487AFCE124AE05403DB9135DB731
不要的歌,,1ffd (Senbonzakura (Short Ver.) - Kolezan),Senbonzakura (Short Ver.) - Kradness + Giga-P[Kolezan],57.709,73.182,110.985,160.289,195.836,1.24,1.59,2.42,3.52,4.33,EB28A79E2DBC80948D0EA09631E83557EA6B6735
不要的歌,,21f4 (Brain Power (SDVX Mix) - hexagonial),Brain Power (SDVX Mix) - NOMA[Hexagonial/Loloppe],,,,356.745,0,,,,8.13,0,189596BB9BF3904E8E3F2178ADD7BB77FA25E21C
不要的歌,,24e (Get Schwifty (Andromulus Remix) - enclose),Get Schwifty (Andromulus Remix) - [Maculate],0,0,0,0,,0,0,0,0,,33D5C4FFF97822EEF1F02FC53BB0561F23489EFE
不要的歌,,2cc2 (AMENOHOAKARI - ejiejidayo),AMENOHOAKARI - sakuzyo[ejiejidayo],,,0,,0,,,0,,0,5A6E7534F0512E93D1CEB5FB3914B91EBB9BEC13
不要的歌,,33fe (Hoshi ga Matataku Konna Yoru ni - Uninstaller),Hoshi ga Matataku Konna Yoru ni - supercell[Uninstaller],,,101.558,130.227,184.527,,,2.21,2.85,4.1,D52D9C4D44C2C9CCD8AA4C27F82C96432B871E79
不要的歌,,"37b (Miku Remembers 1,000 Digits of Pi - silentcaay)","Miku Remembers 1,000 Digits of Pi - ft. Hatsune Miku[Daniwell-P]",,,,0,,,,,0,,E22840F38BA27B7940267CB5B4DFBB32DAD4A0E7
不要的歌,,4375 (Nine nine eighty one - wei),Nine nine eighty one - Yuezheng Ling[WeL],0,0,0,0,0,0,0,0,0,0,6437777871E89D6210B89FBC736A1B72E4C587A2
不要的歌,,4909 (Flower Dance - ZenZodo),Flower Dance - DJ Okawari[ZenZodo],,,,0,0,,,,0,0,5B40A90A0BE576F6565DB73D4F65DEA12029BF29
不要的歌,,52ef (Goodbye - puds & loloppe),Goodbye - BLANKFIELD[puds & loloppe],,,,0,0,,,,10.45,0,731BCFCD93A8A04825ADD6C1FF8AC7BCBB991964
不要的歌,,609 (Ura-Omote Lovers - yusinosama),Ura-Omote Lovers - [wowaka(Map:YusinoSama)],,,,,0,,,,,0,55F7324E9551BF16F71A50C7EF6D8D9BA094E895
不要的歌,,60a (Song of Pi (10238 Digits Ver.) - yusinosama),Song of Pi (10238 Digits Ver.) - [daniwell (map:YusinoSama)],,,,,0,,,,,0,13EAF9587397D10A714422E2BF14EC1EAD97D035
不要的歌,,60b1 (Kero (9) Destiny - Nuketime),Kero (9) Destiny - Silver Forest[Nuketime],,,,,0,,,,,0,5E764879BDCE1ED2E8D4A0E7F1028B4DA670272D
不要的歌,,7ec (Good Time - ivivik),Good Time - Owl City[Ivivik],,,,0,,,,,0,,CE8BA5F5A163DE18C1F200629EAA2138AEB7F996
不要的歌,,83b (Otter Pop (feat. Hollis) - bennydabeast),Otter Pop (feat. Hollis) - Shawn Wasabi[BennyDaBeast],,,,,0,,,,,0,C7E15A9EAEAAE0FE9DD8E4AD62CFD849E3CC6CC7
不要的歌,,"cd6 (Primrose, the Dancer - edzo)","Primrose, the Dancer - Yasunori Nishiki[Edzo]",,,,0,,,,,0,,94601E57AAA0B89A0CDC469002C2D4EB34A9E156
不要的歌,,f43 (Let it go - DarkGrisen),Let it go - Frozen[DarkGrisen],,,,0,,,,,0,,9066AA0E96DF9A4252EC662A068DAEF150856BD4
